clean,corrupt,predict,corrupt_labels
"If Kosovo corresponds to Pristina, then Estonia corresponds to","If Kosovo corresponds to Funafuti, then Estonia corresponds to",Tallinn,Funafuti
"If Kosovo corresponds to Pristina, then Estonia corresponds to","If Kosovo corresponds to Kampala, then Estonia corresponds to",Tallinn,Kampala
"If Kosovo corresponds to Pristina, then Estonia corresponds to","If Kosovo corresponds to Montevideo, then Estonia corresponds to",Tallinn,Montevideo
"If Kosovo corresponds to Pristina, then Estonia corresponds to","If Kosovo corresponds to Caracas, then Estonia corresponds to",Tallinn,Caracas
"If Kosovo corresponds to Pristina, then Estonia corresponds to","If Kosovo corresponds to Sanaá, then Estonia corresponds to",Tallinn,Sanaá
"If Kosovo corresponds to Pristina, then Estonia corresponds to","If Kosovo corresponds to Lusaka, then Estonia corresponds to",Tallinn,Lusaka
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Sukhumi, then Armenia corresponds to",Yerevan,Sukhumi
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Oranjestad, then Armenia corresponds to",Yerevan,Oranjestad
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Bridgetown, then Armenia corresponds to",Yerevan,Bridgetown
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Thimphu, then Armenia corresponds to",Yerevan,Thimphu
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Brasília, then Armenia corresponds to",Yerevan,Brasília
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Bujumbura, then Armenia corresponds to",Yerevan,Bujumbura
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Bogotá, then Armenia corresponds to",Yerevan,Bogotá
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Willemstad, then Armenia corresponds to",Yerevan,Willemstad
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Vilnius, then Armenia corresponds to",Yerevan,Vilnius
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Luxembourg, then Armenia corresponds to",Yerevan,Luxembourg
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Lilongwe, then Armenia corresponds to",Yerevan,Lilongwe
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Chisinau, then Armenia corresponds to",Yerevan,Chisinau
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Kathmandu, then Armenia corresponds to",Yerevan,Kathmandu
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Ngerulmud, then Armenia corresponds to",Yerevan,Ngerulmud
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Bratislava, then Armenia corresponds to",Yerevan,Bratislava
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Ljubljana, then Armenia corresponds to",Yerevan,Ljubljana
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Khartoum, then Armenia corresponds to",Yerevan,Khartoum
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Dushanbe, then Armenia corresponds to",Yerevan,Dushanbe
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Tiraspol, then Armenia corresponds to",Yerevan,Tiraspol
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Ashgabat, then Armenia corresponds to",Yerevan,Ashgabat
"If Kyrgyzstan corresponds to Bishkek, then Armenia corresponds to","If Kyrgyzstan corresponds to Tashkent, then Armenia corresponds to",Yerevan,Tashkent
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Tirana, then Gabon corresponds to",Libreville,Tirana
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Algiers, then Gabon corresponds to",Libreville,Algiers
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Yerevan, then Gabon corresponds to",Libreville,Yerevan
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Canberra, then Gabon corresponds to",Libreville,Canberra
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Nassau, then Gabon corresponds to",Libreville,Nassau
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Dhaka, then Gabon corresponds to",Libreville,Dhaka
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Minsk, then Gabon corresponds to",Libreville,Minsk
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Belmopan, then Gabon corresponds to",Libreville,Belmopan
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Gaborone, then Gabon corresponds to",Libreville,Gaborone
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Sofia, then Gabon corresponds to",Libreville,Sofia
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Yaoundé, then Gabon corresponds to",Libreville,Yaoundé
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Zagreb, then Gabon corresponds to",Libreville,Zagreb
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Havana, then Gabon corresponds to",Libreville,Havana
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Quito, then Gabon corresponds to",Libreville,Quito
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Asmara, then Gabon corresponds to",Libreville,Asmara
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Tallinn, then Gabon corresponds to",Libreville,Tallinn
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Helsinki, then Gabon corresponds to",Libreville,Helsinki
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Libreville, then Gabon corresponds to",Libreville,Libreville
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Banjul, then Gabon corresponds to",Libreville,Banjul
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Tbilisi, then Gabon corresponds to",Libreville,Tbilisi
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Gibraltar, then Gabon corresponds to",Libreville,Gibraltar
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Conakry, then Gabon corresponds to",Libreville,Conakry
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Jakarta, then Gabon corresponds to",Libreville,Jakarta
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Tehran, then Gabon corresponds to",Libreville,Tehran
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Nairobi, then Gabon corresponds to",Libreville,Nairobi
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Tarawa, then Gabon corresponds to",Libreville,Tarawa
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Pristina, then Gabon corresponds to",Libreville,Pristina
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Beirut, then Gabon corresponds to",Libreville,Beirut
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Maseru, then Gabon corresponds to",Libreville,Maseru
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Monrovia, then Gabon corresponds to",Libreville,Monrovia
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Tripoli, then Gabon corresponds to",Libreville,Tripoli
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Vaduz, then Gabon corresponds to",Libreville,Vaduz
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Skopje, then Gabon corresponds to",Libreville,Skopje
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Bamako, then Gabon corresponds to",Libreville,Bamako
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Valletta, then Gabon corresponds to",Libreville,Valletta
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Podgorica, then Gabon corresponds to",Libreville,Podgorica
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Plymouth, then Gabon corresponds to",Libreville,Plymouth
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Rabat, then Gabon corresponds to",Libreville,Rabat
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Windhoek, then Gabon corresponds to",Libreville,Windhoek
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Niamey, then Gabon corresponds to",Libreville,Niamey
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Abuja, then Gabon corresponds to",Libreville,Abuja
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Alofi, then Gabon corresponds to",Libreville,Alofi
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Asunción, then Gabon corresponds to",Libreville,Asunción
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Warsaw, then Gabon corresponds to",Libreville,Warsaw
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Lisbon, then Gabon corresponds to",Libreville,Lisbon
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Bucharest, then Gabon corresponds to",Libreville,Bucharest
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Kigali, then Gabon corresponds to",Libreville,Kigali
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Dakar, then Gabon corresponds to",Libreville,Dakar
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Hargeisa, then Gabon corresponds to",Libreville,Hargeisa
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Paramaribo, then Gabon corresponds to",Libreville,Paramaribo
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Dodoma, then Gabon corresponds to",Libreville,Dodoma
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Bangkok, then Gabon corresponds to",Libreville,Bangkok
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Lomé, then Gabon corresponds to",Libreville,Lomé
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Tunis, then Gabon corresponds to",Libreville,Tunis
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Ankara, then Gabon corresponds to",Libreville,Ankara
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Funafuti, then Gabon corresponds to",Libreville,Funafuti
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Kampala, then Gabon corresponds to",Libreville,Kampala
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Montevideo, then Gabon corresponds to",Libreville,Montevideo
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Caracas, then Gabon corresponds to",Libreville,Caracas
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Sanaá, then Gabon corresponds to",Libreville,Sanaá
"If Laos corresponds to Vientiane, then Gabon corresponds to","If Laos corresponds to Lusaka, then Gabon corresponds to",Libreville,Lusaka
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Kabul, then Vietnam corresponds to",Hanoi,Kabul
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Luanda, then Vietnam corresponds to",Hanoi,Luanda
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Vienna, then Vietnam corresponds to",Hanoi,Vienna
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Baku, then Vietnam corresponds to",Hanoi,Baku
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Manama, then Vietnam corresponds to",Hanoi,Manama
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Brussels, then Vietnam corresponds to",Hanoi,Brussels
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Sucre, then Vietnam corresponds to",Hanoi,Sucre
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Ottawa, then Vietnam corresponds to",Hanoi,Ottawa
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Santiago, then Vietnam corresponds to",Hanoi,Santiago
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Beijing, then Vietnam corresponds to",Hanoi,Beijing
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Moroni, then Vietnam corresponds to",Hanoi,Moroni
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Copenhagen, then Vietnam corresponds to",Hanoi,Copenhagen
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Roseau, then Vietnam corresponds to",Hanoi,Roseau
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Cairo, then Vietnam corresponds to",Hanoi,Cairo
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Suva, then Vietnam corresponds to",Hanoi,Suva
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Berlin, then Vietnam corresponds to",Hanoi,Berlin
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Accra, then Vietnam corresponds to",Hanoi,Accra
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Athens, then Vietnam corresponds to",Hanoi,Athens
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Nuuk, then Vietnam corresponds to",Hanoi,Nuuk
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Georgetown, then Vietnam corresponds to",Hanoi,Georgetown
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Budapest, then Vietnam corresponds to",Hanoi,Budapest
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Baghdad, then Vietnam corresponds to",Hanoi,Baghdad
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Dublin, then Vietnam corresponds to",Hanoi,Dublin
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Jerusalem, then Vietnam corresponds to",Hanoi,Jerusalem
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Rome, then Vietnam corresponds to",Hanoi,Rome
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Kingston, then Vietnam corresponds to",Hanoi,Kingston
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Tokyo, then Vietnam corresponds to",Hanoi,Tokyo
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Amman, then Vietnam corresponds to",Hanoi,Amman
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Astana, then Vietnam corresponds to",Hanoi,Astana
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Malé, then Vietnam corresponds to",Hanoi,Malé
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Monaco, then Vietnam corresponds to",Hanoi,Monaco
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Maputo, then Vietnam corresponds to",Hanoi,Maputo
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Yaren, then Vietnam corresponds to",Hanoi,Yaren
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Amsterdam, then Vietnam corresponds to",Hanoi,Amsterdam
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Managua, then Vietnam corresponds to",Hanoi,Managua
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Oslo, then Vietnam corresponds to",Hanoi,Oslo
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Muscat, then Vietnam corresponds to",Hanoi,Muscat
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Islamabad, then Vietnam corresponds to",Hanoi,Islamabad
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Jerusalem, then Vietnam corresponds to",Hanoi,Jerusalem
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Lima, then Vietnam corresponds to",Hanoi,Lima
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Manila, then Vietnam corresponds to",Hanoi,Manila
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Doha, then Vietnam corresponds to",Hanoi,Doha
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Moscow, then Vietnam corresponds to",Hanoi,Moscow
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Apia, then Vietnam corresponds to",Hanoi,Apia
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Edinburgh, then Vietnam corresponds to",Hanoi,Edinburgh
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Belgrade, then Vietnam corresponds to",Hanoi,Belgrade
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Victoria, then Vietnam corresponds to",Hanoi,Victoria
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Singapore, then Vietnam corresponds to",Hanoi,Singapore
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Madrid, then Vietnam corresponds to",Hanoi,Madrid
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Stockholm, then Vietnam corresponds to",Hanoi,Stockholm
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Damascus, then Vietnam corresponds to",Hanoi,Damascus
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Kyiv, then Vietnam corresponds to",Hanoi,Kyiv
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Hanoi, then Vietnam corresponds to",Hanoi,Hanoi
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Cardiff, then Vietnam corresponds to",Hanoi,Cardiff
"If Latvia corresponds to Riga, then Vietnam corresponds to","If Latvia corresponds to Harare, then Vietnam corresponds to",Hanoi,Harare
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Tirana, then Kenya corresponds to",Nairobi,Tirana
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Algiers, then Kenya corresponds to",Nairobi,Algiers
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Yerevan, then Kenya corresponds to",Nairobi,Yerevan
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Canberra, then Kenya corresponds to",Nairobi,Canberra
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Nassau, then Kenya corresponds to",Nairobi,Nassau
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Dhaka, then Kenya corresponds to",Nairobi,Dhaka
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Minsk, then Kenya corresponds to",Nairobi,Minsk
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Belmopan, then Kenya corresponds to",Nairobi,Belmopan
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Gaborone, then Kenya corresponds to",Nairobi,Gaborone
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Sofia, then Kenya corresponds to",Nairobi,Sofia
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Yaoundé, then Kenya corresponds to",Nairobi,Yaoundé
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Zagreb, then Kenya corresponds to",Nairobi,Zagreb
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Havana, then Kenya corresponds to",Nairobi,Havana
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Quito, then Kenya corresponds to",Nairobi,Quito
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Asmara, then Kenya corresponds to",Nairobi,Asmara
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Tallinn, then Kenya corresponds to",Nairobi,Tallinn
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Helsinki, then Kenya corresponds to",Nairobi,Helsinki
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Libreville, then Kenya corresponds to",Nairobi,Libreville
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Banjul, then Kenya corresponds to",Nairobi,Banjul
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Tbilisi, then Kenya corresponds to",Nairobi,Tbilisi
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Gibraltar, then Kenya corresponds to",Nairobi,Gibraltar
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Conakry, then Kenya corresponds to",Nairobi,Conakry
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Jakarta, then Kenya corresponds to",Nairobi,Jakarta
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Tehran, then Kenya corresponds to",Nairobi,Tehran
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Nairobi, then Kenya corresponds to",Nairobi,Nairobi
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Tarawa, then Kenya corresponds to",Nairobi,Tarawa
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Pristina, then Kenya corresponds to",Nairobi,Pristina
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Vientiane, then Kenya corresponds to",Nairobi,Vientiane
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Maseru, then Kenya corresponds to",Nairobi,Maseru
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Monrovia, then Kenya corresponds to",Nairobi,Monrovia
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Tripoli, then Kenya corresponds to",Nairobi,Tripoli
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Vaduz, then Kenya corresponds to",Nairobi,Vaduz
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Skopje, then Kenya corresponds to",Nairobi,Skopje
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Bamako, then Kenya corresponds to",Nairobi,Bamako
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Valletta, then Kenya corresponds to",Nairobi,Valletta
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Podgorica, then Kenya corresponds to",Nairobi,Podgorica
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Plymouth, then Kenya corresponds to",Nairobi,Plymouth
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Rabat, then Kenya corresponds to",Nairobi,Rabat
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Windhoek, then Kenya corresponds to",Nairobi,Windhoek
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Niamey, then Kenya corresponds to",Nairobi,Niamey
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Abuja, then Kenya corresponds to",Nairobi,Abuja
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Alofi, then Kenya corresponds to",Nairobi,Alofi
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Asunción, then Kenya corresponds to",Nairobi,Asunción
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Warsaw, then Kenya corresponds to",Nairobi,Warsaw
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Lisbon, then Kenya corresponds to",Nairobi,Lisbon
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Bucharest, then Kenya corresponds to",Nairobi,Bucharest
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Kigali, then Kenya corresponds to",Nairobi,Kigali
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Dakar, then Kenya corresponds to",Nairobi,Dakar
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Hargeisa, then Kenya corresponds to",Nairobi,Hargeisa
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Paramaribo, then Kenya corresponds to",Nairobi,Paramaribo
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Dodoma, then Kenya corresponds to",Nairobi,Dodoma
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Bangkok, then Kenya corresponds to",Nairobi,Bangkok
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Lomé, then Kenya corresponds to",Nairobi,Lomé
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Tunis, then Kenya corresponds to",Nairobi,Tunis
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Ankara, then Kenya corresponds to",Nairobi,Ankara
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Funafuti, then Kenya corresponds to",Nairobi,Funafuti
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Kampala, then Kenya corresponds to",Nairobi,Kampala
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Montevideo, then Kenya corresponds to",Nairobi,Montevideo
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Caracas, then Kenya corresponds to",Nairobi,Caracas
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Sanaá, then Kenya corresponds to",Nairobi,Sanaá
"If Lebanon corresponds to Beirut, then Kenya corresponds to","If Lebanon corresponds to Lusaka, then Kenya corresponds to",Nairobi,Lusaka
"If Lesotho corresponds to Maseru, then Mozambique corresponds to","If Lesotho corresponds to Tirana, then Mozambique corresponds to",Maputo,Tirana
"If Lesotho corresponds to Maseru, then Mozambique corresponds to","If Lesotho corresponds to Algiers, then Mozambique corresponds to",Maputo,Algiers
"If Lesotho corresponds to Maseru, then Mozambique corresponds to","If Lesotho corresponds to Yerevan, then Mozambique corresponds to",Maputo,Yerevan
"If Lesotho corresponds to Maseru, then Mozambique corresponds to","If Lesotho corresponds to Canberra, then Mozambique corresponds to",Maputo,Canberra
"If Lesotho corresponds to Maseru, then Mozambique corresponds to","If Lesotho corresponds to Nassau, then Mozambique corresponds to",Maputo,Nassau
"If Lesotho corresponds to Maseru, then Mozambique corresponds to","If Lesotho corresponds to Dhaka, then Mozambique corresponds to",Maputo,Dhaka
