clean,corrupt,predict,corrupt_labels
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Lebanon corresponds to",Pristina,Beirut
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Lesotho corresponds to",Pristina,Maseru
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Liberia corresponds to",Pristina,Monrovia
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Liechtenstein corresponds to",Pristina,Vaduz
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Macedonia corresponds to",Pristina,Skopje
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Maldives corresponds to",Pristina,Malé
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Moldova corresponds to",Pristina,Chisinau
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Mongolia corresponds to",Pristina,Ulaanbaatar
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Nauru corresponds to",Pristina,Yaren
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Nepal corresponds to",Pristina,Kathmandu
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Netherlands corresponds to",Pristina,Amsterdam
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Nicaragua corresponds to",Pristina,Managua
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Nigeria corresponds to",Pristina,Abuja
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Paraguay corresponds to",Pristina,Asunción
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Philippines corresponds to",Pristina,Manila
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Rwanda corresponds to",Pristina,Kigali
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Scotland corresponds to",Pristina,Edinburgh
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Slovakia corresponds to",Pristina,Bratislava
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Slovenia corresponds to",Pristina,Ljubljana
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Somalia corresponds to",Pristina,Mogadishu
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Suriname corresponds to",Pristina,Paramaribo
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Tanzania corresponds to",Pristina,Dodoma
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Tonga corresponds to",Pristina,Nukuʻalofa
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Tunisia corresponds to",Pristina,Tunis
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Turkmenistan corresponds to",Pristina,Ashgabat
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Tuvalu corresponds to",Pristina,Funafuti
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Uganda corresponds to",Pristina,Kampala
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Uruguay corresponds to",Pristina,Montevideo
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Venezuela corresponds to",Pristina,Caracas
"If Israel corresponds to Jerusalem, then Kosovo corresponds to","If Israel corresponds to Jerusalem, then Zambia corresponds to",Pristina,Lusaka
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Angola corresponds to",Harare,Luanda
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Armenia corresponds to",Harare,Yerevan
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Aruba corresponds to",Harare,Oranjestad
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Austria corresponds to",Harare,Vienna
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Belarus corresponds to",Harare,Minsk
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Belgium corresponds to",Harare,Brussels
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Belize corresponds to",Harare,Belmopan
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Chile corresponds to",Harare,Santiago
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Cuba corresponds to",Harare,Havana
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Denmark corresponds to",Harare,Copenhagen
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Ecuador corresponds to",Harare,Quito
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Egypt corresponds to",Harare,Cairo
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Fiji corresponds to",Harare,Suva
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Finland corresponds to",Harare,Helsinki
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Gabon corresponds to",Harare,Libreville
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Georgia corresponds to",Harare,Tbilisi
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Ghana corresponds to",Harare,Accra
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Greenland corresponds to",Harare,Nuuk
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Guam corresponds to",Harare,Hagåtña
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Guinea corresponds to",Harare,Conakry
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Guyana corresponds to",Harare,Georgetown
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Hungary corresponds to",Harare,Budapest
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Iceland corresponds to",Harare,Reykjavík
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Ireland corresponds to",Harare,Dublin
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Kenya corresponds to",Harare,Nairobi
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Laos corresponds to",Harare,Vientiane
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Latvia corresponds to",Harare,Riga
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Libya corresponds to",Harare,Tripoli
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Malawi corresponds to",Harare,Lilongwe
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Mali corresponds to",Harare,Bamako
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Malta corresponds to",Harare,Valletta
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Monaco corresponds to",Harare,Monaco
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Morocco corresponds to",Harare,Rabat
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Myanmar corresponds to",Harare,Naypyidaw
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Niger corresponds to",Harare,Niamey
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Niue corresponds to",Harare,Alofi
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Norway corresponds to",Harare,Oslo
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Oman corresponds to",Harare,Muscat
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Pakistan corresponds to",Harare,Islamabad
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Palau corresponds to",Harare,Ngerulmud
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Palestine corresponds to",Harare,Jerusalem
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Peru corresponds to",Harare,Lima
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Poland corresponds to",Harare,Warsaw
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Portugal corresponds to",Harare,Lisbon
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Qatar corresponds to",Harare,Doha
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Romania corresponds to",Harare,Bucharest
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Samoa corresponds to",Harare,Apia
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Senegal corresponds to",Harare,Dakar
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Serbia corresponds to",Harare,Belgrade
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Singapore corresponds to",Harare,Singapore
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Sudan corresponds to",Harare,Khartoum
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Sweden corresponds to",Harare,Stockholm
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Switzerland corresponds to",Harare,Bern
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Syria corresponds to",Harare,Damascus
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Thailand corresponds to",Harare,Bangkok
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Togo corresponds to",Harare,Lomé
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Turkey corresponds to",Harare,Ankara
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Ukraine corresponds to",Harare,Kyiv
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Vietnam corresponds to",Harare,Hanoi
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Wales corresponds to",Harare,Cardiff
"If Italy corresponds to Rome, then Zimbabwe corresponds to","If Italy corresponds to Rome, then Yemen corresponds to",Harare,Sanaá
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Angola corresponds to",Oranjestad,Luanda
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Armenia corresponds to",Oranjestad,Yerevan
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Austria corresponds to",Oranjestad,Vienna
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Belarus corresponds to",Oranjestad,Minsk
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Belgium corresponds to",Oranjestad,Brussels
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Belize corresponds to",Oranjestad,Belmopan
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Chile corresponds to",Oranjestad,Santiago
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Cuba corresponds to",Oranjestad,Havana
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Denmark corresponds to",Oranjestad,Copenhagen
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Ecuador corresponds to",Oranjestad,Quito
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Egypt corresponds to",Oranjestad,Cairo
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Fiji corresponds to",Oranjestad,Suva
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Finland corresponds to",Oranjestad,Helsinki
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Gabon corresponds to",Oranjestad,Libreville
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Georgia corresponds to",Oranjestad,Tbilisi
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Ghana corresponds to",Oranjestad,Accra
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Greenland corresponds to",Oranjestad,Nuuk
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Guam corresponds to",Oranjestad,Hagåtña
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Guinea corresponds to",Oranjestad,Conakry
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Guyana corresponds to",Oranjestad,Georgetown
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Hungary corresponds to",Oranjestad,Budapest
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Iceland corresponds to",Oranjestad,Reykjavík
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Ireland corresponds to",Oranjestad,Dublin
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Italy corresponds to",Oranjestad,Rome
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Kenya corresponds to",Oranjestad,Nairobi
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Laos corresponds to",Oranjestad,Vientiane
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Latvia corresponds to",Oranjestad,Riga
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Libya corresponds to",Oranjestad,Tripoli
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Malawi corresponds to",Oranjestad,Lilongwe
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Mali corresponds to",Oranjestad,Bamako
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Malta corresponds to",Oranjestad,Valletta
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Monaco corresponds to",Oranjestad,Monaco
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Morocco corresponds to",Oranjestad,Rabat
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Myanmar corresponds to",Oranjestad,Naypyidaw
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Niger corresponds to",Oranjestad,Niamey
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Niue corresponds to",Oranjestad,Alofi
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Norway corresponds to",Oranjestad,Oslo
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Oman corresponds to",Oranjestad,Muscat
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Pakistan corresponds to",Oranjestad,Islamabad
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Palau corresponds to",Oranjestad,Ngerulmud
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Palestine corresponds to",Oranjestad,Jerusalem
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Peru corresponds to",Oranjestad,Lima
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Poland corresponds to",Oranjestad,Warsaw
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Portugal corresponds to",Oranjestad,Lisbon
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Qatar corresponds to",Oranjestad,Doha
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Romania corresponds to",Oranjestad,Bucharest
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Samoa corresponds to",Oranjestad,Apia
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Senegal corresponds to",Oranjestad,Dakar
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Serbia corresponds to",Oranjestad,Belgrade
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Singapore corresponds to",Oranjestad,Singapore
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Sudan corresponds to",Oranjestad,Khartoum
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Sweden corresponds to",Oranjestad,Stockholm
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Switzerland corresponds to",Oranjestad,Bern
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Syria corresponds to",Oranjestad,Damascus
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Thailand corresponds to",Oranjestad,Bangkok
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Togo corresponds to",Oranjestad,Lomé
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Turkey corresponds to",Oranjestad,Ankara
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Ukraine corresponds to",Oranjestad,Kyiv
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Vietnam corresponds to",Oranjestad,Hanoi
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Wales corresponds to",Oranjestad,Cardiff
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Yemen corresponds to",Oranjestad,Sanaá
"If Jamaica corresponds to Kingston, then Aruba corresponds to","If Jamaica corresponds to Kingston, then Zimbabwe corresponds to",Oranjestad,Harare
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Angola corresponds to",Bucharest,Luanda
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Armenia corresponds to",Bucharest,Yerevan
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Aruba corresponds to",Bucharest,Oranjestad
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Austria corresponds to",Bucharest,Vienna
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Belarus corresponds to",Bucharest,Minsk
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Belgium corresponds to",Bucharest,Brussels
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Belize corresponds to",Bucharest,Belmopan
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Chile corresponds to",Bucharest,Santiago
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Cuba corresponds to",Bucharest,Havana
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Denmark corresponds to",Bucharest,Copenhagen
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Ecuador corresponds to",Bucharest,Quito
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Egypt corresponds to",Bucharest,Cairo
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Fiji corresponds to",Bucharest,Suva
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Finland corresponds to",Bucharest,Helsinki
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Gabon corresponds to",Bucharest,Libreville
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Georgia corresponds to",Bucharest,Tbilisi
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Ghana corresponds to",Bucharest,Accra
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Greenland corresponds to",Bucharest,Nuuk
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Guam corresponds to",Bucharest,Hagåtña
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Guinea corresponds to",Bucharest,Conakry
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Guyana corresponds to",Bucharest,Georgetown
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Hungary corresponds to",Bucharest,Budapest
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Iceland corresponds to",Bucharest,Reykjavík
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Ireland corresponds to",Bucharest,Dublin
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Italy corresponds to",Bucharest,Rome
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Kenya corresponds to",Bucharest,Nairobi
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Laos corresponds to",Bucharest,Vientiane
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Latvia corresponds to",Bucharest,Riga
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Libya corresponds to",Bucharest,Tripoli
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Malawi corresponds to",Bucharest,Lilongwe
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Mali corresponds to",Bucharest,Bamako
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Malta corresponds to",Bucharest,Valletta
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Monaco corresponds to",Bucharest,Monaco
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Morocco corresponds to",Bucharest,Rabat
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Myanmar corresponds to",Bucharest,Naypyidaw
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Niger corresponds to",Bucharest,Niamey
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Niue corresponds to",Bucharest,Alofi
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Norway corresponds to",Bucharest,Oslo
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Oman corresponds to",Bucharest,Muscat
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Pakistan corresponds to",Bucharest,Islamabad
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Palau corresponds to",Bucharest,Ngerulmud
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Palestine corresponds to",Bucharest,Jerusalem
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Peru corresponds to",Bucharest,Lima
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Poland corresponds to",Bucharest,Warsaw
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Portugal corresponds to",Bucharest,Lisbon
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Qatar corresponds to",Bucharest,Doha
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Samoa corresponds to",Bucharest,Apia
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Senegal corresponds to",Bucharest,Dakar
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Serbia corresponds to",Bucharest,Belgrade
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Singapore corresponds to",Bucharest,Singapore
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Sudan corresponds to",Bucharest,Khartoum
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Sweden corresponds to",Bucharest,Stockholm
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Switzerland corresponds to",Bucharest,Bern
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Syria corresponds to",Bucharest,Damascus
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Thailand corresponds to",Bucharest,Bangkok
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Togo corresponds to",Bucharest,Lomé
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Turkey corresponds to",Bucharest,Ankara
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Ukraine corresponds to",Bucharest,Kyiv
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Vietnam corresponds to",Bucharest,Hanoi
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Wales corresponds to",Bucharest,Cardiff
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Yemen corresponds to",Bucharest,Sanaá
"If Japan corresponds to Tokyo, then Romania corresponds to","If Japan corresponds to Tokyo, then Zimbabwe corresponds to",Bucharest,Harare
"If Jordan corresponds to Amman, then Botswana corresponds to","If Jordan corresponds to Amman, then Abkhazia corresponds to",Gaborone,Sukhumi
